,0
930,0.6076614
931,0.99985766
932,0.0035130365
933,0.05771833
934,0.047177132
935,0.0026841392
936,0.82577
937,0.9999189
938,0.010757896
939,0.004011053
940,0.6375966
941,0.895499
942,0.37450188
943,0.10792874
944,0.36332864
945,0.36439925
946,0.0003984831
947,0.00014672363
948,0.100407615
949,0.024373313
950,0.99850285
951,0.003491982
952,0.9985093
953,0.0002006458
954,0.00081215036
955,0.6974677
956,0.07423264
957,0.007504614
958,0.7333818
959,0.74626464
960,0.6507789
961,0.5473615
962,0.87755644
963,0.0058387625
964,0.0053871283
965,0.39791864
966,0.99946153
967,0.5147975
968,0.37118623
969,0.075298116
970,0.09001817
971,0.16563053
972,0.008296738
973,0.49257964
974,0.008942152
975,0.021320485
976,0.9864466
977,0.0037358839
978,0.34553757
979,0.40769762
980,0.0018995035
981,0.15041508
982,0.48744088
983,1.1771946e-06
984,0.23665427
985,0.16257952
986,0.80376744
987,0.81592196
988,0.02070358
989,0.10140042
990,0.38142684
991,0.62593853
992,0.36866572
993,0.00022895973
994,0.00018092032
995,0.0005107742
996,0.09594776
997,0.00090913114
998,8.436996e-05
999,0.10998222
1000,0.9822748
1001,0.0024490906
1002,0.0014824232
1003,0.79521066
1004,0.55624706
1005,0.052037556
1006,0.00026798263
1007,0.02892091
1008,0.99579954
1009,0.5501769
1010,0.091853544
1011,0.0010302577
1012,0.034282316
1013,0.07906531
1014,0.709692
1015,0.6643468
1016,0.4941399
1017,0.7331209
1018,0.11822175
1019,0.45429116
1020,0.0017466488
1021,0.9997498
1022,0.0018384687
1023,0.99857664
1024,0.33877698
1025,0.10113503
1026,0.8985116
1027,0.0066630505
1028,0.024533423
1029,0.6397718
1030,0.31896192
1031,0.0012252852
1032,0.073305435
1033,0.2503993
1034,0.041443363
1035,0.99965775
1036,0.011237359
1037,0.06160834
1038,3.083015e-06
1039,0.019647153
1040,0.2682674
1041,0.6732339
1042,0.08661244
1043,0.0043714163
1044,0.00015004074
1045,0.99956375
1046,0.008542998
1047,0.08335095
1048,0.021354413
1049,0.00088298303
1050,0.98811924
1051,0.012376395
1052,0.9996587
1053,0.002143146
1054,0.05186871
1055,0.86478627
1056,0.0005412547
1057,0.9950028
1058,5.030697e-05
1059,0.4609984
1060,0.17173913
1061,0.2826066
1062,0.4851634
1063,0.044124674
1064,0.5503524
1065,0.011746558
1066,0.008923712
1067,0.91039217
1068,0.8641237
1069,0.08100899
1070,0.0027818957
1071,0.4444137
1072,0.99715036
1073,0.009160413
1074,0.5782809
1075,0.5361793
1076,0.98935485
1077,0.73400116
1078,0.52407837
1079,0.5061962
1080,0.7881132
1081,0.6771637
1082,0.0018693156
1083,0.46461955
1084,0.36138046
1085,0.8218374
1086,0.0021166473
1087,0.0009630412
1088,0.0014213519
1089,0.018717926
1090,0.008139438
1091,0.019457582
1092,0.050307445
1093,0.28030437
1094,0.001992681
1095,0.0040756995
1096,0.9688992
1097,0.010903875
1098,0.34602287
1099,0.09305072
1100,0.9993238
1101,0.03655688
1102,0.5120901
1103,0.7168413
1104,0.0022959707
1105,0.13417046
1106,0.38771847
1107,0.093776934
1108,0.27925166
1109,0.9979526
1110,0.1697979
1111,0.11100361
1112,0.6090529
1113,0.40425614
1114,0.35548934
1115,0.00053508003
1116,0.8118048
1117,0.24321595
1118,0.05212428
1119,0.005876532
1120,0.0015436189
1121,0.99792194
1122,0.9793964
1123,0.5076177
1124,0.000977834
1125,0.045226235
1126,0.0075156377
1127,0.99722755
1128,0.99978256
1129,0.029980928
1130,0.04759999
1131,0.0078055672
1132,0.15993646
1133,0.7579397
1134,0.19158728
1135,0.13451591
1136,0.6275048
1137,0.68684274
1138,0.63003206
1139,0.9217515
1140,0.2690732
1141,0.98932487
1142,0.98500276
1143,0.018292671
1144,0.9936564
1145,0.07404437
1146,0.12165779
1147,0.16001941
1148,0.994576
1149,0.77721024
1150,1.5215111e-05
1151,0.19983391
1152,0.10040891
1153,0.48379514
1154,0.080532886
1155,1.7939565e-05
1156,0.0028377338
1157,0.40161452
1158,0.010706183
1159,0.031255186
1160,0.44298425
1161,0.25990582
1162,0.22395332
1163,0.99994785
1164,0.9331201
1165,0.98744667
1166,0.29534674
1167,0.31150237
1168,0.90351415
1169,0.64577407
1170,0.32351708
1171,0.34526354
1172,0.79890543
1173,0.032310553
1174,0.18707572
1175,0.99595904
1176,0.0022162406
1177,0.0003955363
1178,4.0260507e-05
1179,0.02494097
1180,0.006569208
1181,0.013900041
1182,0.5018041
1183,0.85600805
1184,0.75298023
1185,0.00011422919
1186,0.22995864
1187,0.49022353
1188,0.7146544
1189,0.07236336
1190,0.0017649006
1191,0.108875066
1192,0.004640815
1193,0.14954588
1194,0.06672838
1195,0.0018698095
1196,0.5682954
1197,0.021635804
1198,0.930338
1199,0.29529193
1200,0.7136657
1201,0.045497656
1202,0.0071472903
1203,0.87293756
1204,0.00043435476
1205,0.5072932
1206,1.150801e-05
1207,0.003251022
1208,0.015427001
1209,0.05528425
1210,0.012184414
1211,0.06010857
1212,0.0018401305
1213,0.7817784
1214,3.737612e-05
1215,0.7592855
1216,0.015433487
1217,5.4080414e-05
1218,0.43306115
1219,0.35647765
1220,0.0005970169
1221,0.009117441
1222,0.007646989
1223,0.006669033
1224,0.014490025
1225,0.0024855295
1226,0.99951524
1227,0.08031038
1228,0.8335678
1229,0.008154516
1230,0.010565657
1231,0.97824
1232,0.8124487
1233,0.012592226
1234,0.0011891086
1235,0.52150255
1236,0.09088375
1237,0.10419696
1238,0.0012622903
1239,0.21380453
1240,0.00053556834
1241,0.99955136
1242,0.0035368057
1243,0.00024187802
1244,2.3248936e-05
1245,0.020011509
1246,0.13190168
1247,0.027242383
1248,0.7089859
1249,0.091422014
1250,0.007958292
1251,0.93798584
1252,0.014008413
1253,0.37099028
1254,0.57792753
1255,0.005346986
1256,0.009462872
1257,0.003327249
1258,0.02066709
1259,0.0036169332
1260,0.7455049
1261,0.004622161
1262,0.0890368
1263,0.10490215
1264,0.0022696299
1265,0.9961305
1266,0.9907581
1267,0.0007075546
1268,0.07359007
1269,0.7196726
1270,0.77900594
1271,0.010371022
1272,0.014212961
1273,0.6052104
1274,0.000442697
1275,0.8833155
1276,0.009201475
1277,0.8075163
1278,0.13367508
1279,0.9974457
1280,0.18697155
1281,0.009718428
1282,0.0053000576
1283,0.79804707
1284,0.82695836
1285,0.3026964
1286,0.016325379
1287,0.0011076411
1288,0.0023229623
1289,0.021471793
1290,0.99999994
1291,0.99462056
1292,0.047208503
1293,0.03355038
1294,0.24756792
1295,0.0010683571
1296,0.0012805725
1297,0.041861147
1298,0.99966276
1299,0.06347631
1300,0.00019257418
1301,0.034970947
1302,0.03487243
1303,0.94576144
1304,0.19325714
1305,0.30214784
1306,0.14828134
1307,0.04151601
1308,0.017262677
1309,0.7141566
1310,0.9966566
1311,0.85304993
1312,0.00048682615
1313,0.693982
1314,0.0065420344
1315,0.0017090423
1316,0.9989586
1317,0.21971719
1318,0.0021944907
1319,0.017494958
1320,0.99999994
1321,0.06806931
1322,0.31807074
1323,0.00010714179
1324,0.02930023
1325,0.050703213
1326,0.14201064
1327,0.19202009
1328,0.47937456
1329,0.1527544
1330,0.7037564
1331,0.15959878
1332,0.21538045
1333,0.8997704
1334,0.011505172
1335,0.03713821
1336,0.2911736
1337,0.9988343
1338,0.19899845
1339,0.9764094
1340,0.6064567
1341,0.55109066
1342,0.088153794
1343,0.9902386
1344,0.21565582
1345,0.008434418
1346,0.39106858
1347,0.0001711012
1348,0.04168226
1349,0.030380704
1350,0.99673384
1351,0.0006249796
1352,0.000151038
1353,0.9945297
1354,0.0012232788
1355,0.0047161677
1356,0.9938928
1357,0.67248344
1358,0.9872645
1359,0.69461185
1360,0.4874274
1361,0.05849353
1362,0.25495344
1363,0.8263957
1364,0.9990959
1365,0.0054558935
1366,0.9103841
1367,0.14707948
1368,0.05883472
1369,0.7175309
1370,0.40867034
1371,0.73783576
1372,0.0879753
1373,0.0047005787
1374,0.01585657
1375,0.8347254
1376,0.99918324
1377,0.9839941
1378,0.029858684
1379,0.0048357425
1380,0.00020836106
1381,0.99449855
1382,0.26164752
1383,0.03389748
1384,0.026488667
1385,0.9192304
1386,0.4957281
1387,0.055525206
1388,0.038577206
1389,0.9999525
1390,0.0102132065
1391,0.014286118
1392,0.17275316
1393,0.0043474194
1394,0.0009975614
1395,0.99530214
1396,0.057543173
1397,0.97716117
1398,0.63700134
1399,0.0017264449
1400,0.15709348
1401,0.005507401
1402,0.16015513
1403,0.033634696
1404,0.13887985
1405,0.034468148
1406,0.0054628737
1407,0.9992809
1408,0.99443835
1409,0.17531066
1410,0.050064556
1411,0.45619538
1412,0.68181014
1413,0.95837796
1414,0.5217794
1415,0.024380995
1416,0.7987837
1417,0.10133432
1418,0.0032842495
1419,0.010478281
1420,0.9988724
1421,0.15919325
1422,0.16093875
1423,0.9961633
1424,0.15556379
1425,0.1382275
1426,0.97400033
1427,0.8090651
1428,0.04174864
1429,0.030743489
1430,0.00091494754
1431,0.21494468
1432,0.15019256
1433,0.054797675
1434,0.0111897625
1435,0.605775
1436,0.9563258
1437,0.8232539
1438,0.99999994
1439,0.0053360495
1440,0.0168362
1441,0.053824585
1442,0.0038268946
1443,0.0005606209
1444,0.027726682
1445,0.5491459
1446,0.5277638
1447,0.1051103
1448,0.0012197845
1449,0.4598392
1450,5.0441897e-05
1451,0.10990251
1452,0.7245792
1453,0.050969157
1454,0.43883544
1455,0.983624
1456,0.37078562
1457,0.8932882
1458,0.03637989
1459,0.0031167034
1460,0.99063057
1461,0.984105
1462,0.01059201
1463,0.94580925
1464,0.18422307
1465,0.2767897
1466,0.14299706
1467,0.9711898
1468,0.0114420885
1469,0.0149820205
1470,0.05756626
1471,0.6548378
1472,9.577689e-05
1473,0.78494537
1474,0.0013644596
1475,0.0040824744
1476,0.120225415
1477,0.65250343
1478,0.16156127
1479,0.012095757
1480,0.81869835
1481,0.99243236
1482,0.09298033
1483,0.9939579
1484,0.0032483328
1485,0.8469314
1486,0.002511264
1487,0.0015860366
1488,0.8799883
1489,0.4352904
1490,0.008532005
1491,0.08957949
1492,0.6447143
1493,0.017316429
1494,0.048884507
1495,0.0009140212
1496,0.0007554403
1497,0.0012018217
1498,0.00058929157
1499,0.00015858877
1500,0.08406627
1501,0.98691124
1502,0.039300196
1503,0.0017643392
1504,0.99999994
1505,0.10755713
1506,0.3236833
1507,0.5312901
1508,0.97528523
1509,0.7296279
1510,0.08414813
1511,0.19395557
1512,0.2517243
1513,0.16438451
1514,0.7045551
1515,0.003220343
1516,0.40713292
1517,0.14650546
1518,0.00042570173
1519,0.049989384
1520,0.6647386
1521,0.07632256
1522,0.37039325
1523,0.07189121
1524,0.9958131
1525,0.98221934
1526,0.024316251
1527,8.0235e-06
1528,0.9997809
1529,0.99148923
1530,0.58659786
1531,0.9835922
1532,0.4723535
1533,0.021066472
1534,0.0026320212
1535,0.0047751362
1536,0.8230995
1537,0.0037834847
1538,0.44463548
1539,0.0009509239
1540,0.8954786
1541,0.15990916
1542,0.24012743
1543,0.0068455944
1544,0.13802174
1545,0.0040802266
1546,0.10610546
1547,0.01277945
1548,0.0016195716
1549,0.99308324
1550,0.08545892
1551,0.90980655
1552,0.005505348
1553,0.0018531225
1554,0.5312862
1555,0.15909554
1556,0.79472953
1557,0.98691803
1558,0.3423677
1559,0.11017929
1560,0.026999306
1561,0.018956048
1562,0.0961725
1563,2.0835243e-05
1564,0.2626583
1565,0.64984274
1566,0.99490625
1567,0.44941214
1568,0.922867
1569,0.0001237415
1570,0.091598235
1571,0.0011722978
1572,0.18119113
1573,0.35965836
1574,0.7797858
1575,0.015213753
1576,0.080658436
1577,0.24342553
1578,0.006118675
1579,0.07668775
1580,0.9828844
1581,0.9909757
1582,0.37987313
1583,0.9991587
1584,0.27158344
1585,0.020241737
1586,0.0009894946
1587,0.39253655
1588,0.99135715
1589,0.07535649
1590,0.8798095
1591,0.22463727
1592,0.0220336
1593,0.6455549
1594,0.8418806
1595,0.17889878
1596,0.7948448
1597,0.2449802
1598,0.0033853226
1599,0.7248935
1600,0.022166016
1601,0.029981203
1602,0.6039214
1603,0.71538895
1604,0.001454888
1605,0.91586953
1606,0.06210003
1607,0.9978008
1608,0.82131356
1609,0.058366034
1610,0.91630656
1611,0.0518698
1612,0.030208327
1613,0.87024826
1614,0.117016286
1615,0.9984588
1616,0.14948694
1617,0.02521812
1618,0.04510421
1619,0.021298634
1620,0.0014609768
1621,0.07240411
1622,0.988375
1623,0.00029957524
1624,0.016810952
1625,0.9998481
1626,0.56924033
1627,0.3718852
